112,148,193,111,391,427,472,390
234,279,220,276,513,558,499,555
262,76,179,149,541,355,458,428
208,267,203,180,487,546,482,459
218,151,143,150,497,430,422,429
150,153,195,218,429,432,474,497
151,168,103,104,430,447,382,383
255,248,226,246,534,527,505,525
168,152,102,103,447,431,381,382
154,118,179,76,433,397,458,355
157,114,115,177,436,393,394,456
157,177,176,209,436,456,455,488
175,113,114,157,454,392,393,436
264,149,158,208,543,428,437,487
159,170,199,200,438,449,478,479
210,269,217,160,489,548,496,439
137,162,161,206,416,441,440,485
210,206,161,192,489,485,440,471
83,140,141,207,362,419,420,486
141,268,204,207,420,547,483,486
201,243,249,202,480,522,528,481
181,121,122,169,460,400,401,448
233,277,198,219,512,556,477,498
219,198,171,172,498,477,450,451
172,171,107,108,451,450,386,387
215,148,175,211,494,427,454,490
261,178,154,78,540,457,433,357
203,194,75,180,482,473,354,459
196,159,200,221,475,438,479,500
183,182,123,124,462,461,402,403
186,185,128,129,465,464,407,408
272,230,269,224,551,509,548,503
263,189,85,167,542,468,364,446
223,229,215,211,502,508,494,490
275,268,166,239,554,547,445,518
204,190,84,165,483,469,363,444
191,219,172,134,470,498,451,413
160,137,206,210,439,416,485,489
224,192,79,136,503,471,358,415
201,186,146,220,480,465,425,499
236,250,238,244,515,529,517,523
267,181,205,203,546,460,484,482
168,222,212,152,447,501,491,431
144,196,221,183,423,475,500,462
175,157,209,211,454,436,488,490
233,219,191,132,512,498,470,411
266,193,148,276,545,472,427,555
237,174,185,202,516,453,464,481
235,195,174,237,514,474,453,516
208,158,181,267,487,437,460,546
271,232,275,239,550,511,554,518
166,142,214,239,445,421,493,518
181,169,216,205,460,448,495,484
88,262,149,264,367,541,428,543
88,264,208,180,367,543,487,459
233,132,160,217,512,411,439,496
195,235,222,218,474,514,501,497
142,152,212,214,421,431,491,493
221,213,182,183,500,492,461,462
169,182,213,216,448,461,492,495
270,228,232,271,549,507,511,550
215,234,276,148,494,513,555,427
248,243,279,234,527,522,558,513
250,225,231,238,529,504,510,517
146,266,276,220,425,545,555,499
278,212,222,235,557,491,501,514
197,156,226,223,476,435,505,502
272,224,136,227,551,503,415,506
225,252,188,133,504,531,467,412
188,252,245,227,467,531,524,506
248,229,223,226,527,508,502,505
246,226,156,189,525,505,435,468
263,167,228,270,542,446,507,549
263,253,246,189,542,532,525,468
229,248,234,215,508,527,513,494
246,253,251,255,525,532,530,534
277,233,230,247,556,512,509,526
232,204,268,275,511,483,547,554
277,241,199,198,556,520,478,477
230,233,217,269,509,512,496,548
202,249,254,237,481,528,533,516
238,216,213,244,517,495,492,523
250,274,252,225,529,553,531,504
254,249,255,251,533,528,534,530
241,240,200,199,520,519,479,478
251,242,278,254,530,521,557,533
271,239,214,242,550,518,493,521
249,243,248,255,528,522,527,534
240,236,221,200,519,515,500,479
273,245,252,274,552,524,531,553
273,272,227,245,552,551,506,524
278,235,237,254,557,514,516,533
241,273,274,240,520,552,553,519
271,253,263,270,550,532,542,549
4,3,257,80,283,282,536,359
247,230,272,273,526,509,551,552
220,279,243,201,499,558,522,480
277,247,273,241,556,526,552,520
535,280,293,354,814,559,572,633
336,397,396,335,615,676,675,614
333,394,393,332,612,673,672,611
433,355,291,357,712,634,570,636
411,470,414,369,690,749,693,648
360,283,359,538,639,562,638,817
417,538,359,536,696,817,638,815
418,443,361,537,697,722,640,816
419,362,285,361,698,641,564,640
287,286,444,363,566,565,723,642
446,364,287,363,725,643,566,642
383,315,316,365,662,594,595,644
350,407,406,349,629,686,685,628
455,356,289,366,734,635,568,645
459,354,293,367,738,633,572,646
415,358,281,368,694,637,560,647
438,475,424,384,717,754,703,663
389,325,294,298,668,604,573,577
388,324,325,389,667,603,604,668
389,452,413,388,668,731,692,667
452,299,300,414,731,578,579,693
548,489,471,503,827,768,750,782
303,371,370,302,582,650,649,581
304,372,371,303,583,651,650,582
536,358,471,440,815,637,750,719
306,374,373,305,585,653,652,584
374,538,417,373,653,817,696,652
374,375,418,442,653,654,697,721
309,377,376,308,588,656,655,587
544,377,378,419,823,656,657,698
311,379,378,310,590,658,657,589
379,420,419,378,658,699,698,657
379,311,312,380,658,590,591,659
422,346,347,429,701,625,626,708
379,380,421,445,658,659,700,724
346,422,365,345,625,701,644,624
405,344,296,317,684,623,575,596
404,343,344,405,683,622,623,684
405,463,423,404,684,742,702,683
463,318,319,424,742,597,598,703
519,553,529,515,798,832,808,794
321,385,384,320,600,664,663,599
385,321,322,386,664,600,601,665
324,388,387,323,603,667,666,602
410,353,297,326,689,632,576,605
409,352,353,410,688,631,632,689
410,466,425,409,689,745,704,688
466,327,328,426,745,606,607,705
472,545,426,390,751,824,705,669
330,391,390,329,609,670,669,608
435,476,366,539,714,755,645,818
332,393,392,331,611,672,671,610
334,395,394,333,613,674,673,612
291,290,540,357,570,569,819,636
335,396,395,334,614,675,674,613
337,398,397,336,616,677,676,615
437,428,398,399,716,707,677,678
293,292,541,367,572,571,820,646
339,400,399,338,618,679,678,617
400,339,340,401,679,618,619,680
401,340,341,402,680,619,620,681
343,404,403,342,622,683,682,621
365,316,295,345,644,595,574,624
365,422,430,383,644,701,709,662
380,381,431,421,659,660,710,700
429,347,348,432,708,626,627,711
352,409,408,351,631,688,687,630
535,368,281,280,814,647,560,559
541,292,291,355,820,571,570,634
540,290,289,356,819,569,568,635
397,433,457,396,676,712,736,675
456,394,395,434,735,673,674,713
302,370,369,301,581,649,648,580
536,282,281,358,815,561,560,637
537,284,283,360,816,563,562,639
305,373,372,304,584,652,651,583
537,361,285,284,816,640,564,563
307,375,374,306,586,654,653,585
444,286,285,362,723,565,564,641
308,376,375,307,587,655,654,586
310,378,377,309,589,657,656,588
539,288,287,364,818,567,566,643
539,366,289,288,818,645,568,567
476,502,490,488,755,781,769,767
315,383,382,314,594,662,661,593
380,312,313,381,659,591,592,660
488,455,366,476,767,734,645,755
331,392,391,330,610,671,670,609
338,399,398,337,617,678,677,616
412,467,368,535,691,746,647,814
414,300,301,369,693,579,580,648
510,504,412,473,789,783,691,752
369,370,439,411,648,649,718,690
536,440,441,417,815,719,720,696
371,372,441,416,650,651,720,695
443,418,375,376,722,697,654,655
544,443,376,377,823,722,655,656
547,420,379,445,826,699,658,724
539,364,468,435,818,643,747,714
447,430,497,501,726,709,776,780
314,382,381,313,593,661,660,592
474,432,406,453,753,711,685,732
424,319,320,384,703,598,599,663
399,400,460,437,678,679,739,716
384,385,449,438,663,664,728,717
385,386,450,449,664,665,729,728
323,387,386,322,602,666,665,601
449,450,477,478,728,729,756,757
470,413,452,414,749,692,731,693
299,452,389,298,578,731,668,577
426,328,329,390,705,607,608,669
521,530,532,550,800,809,811,829
392,454,427,391,671,733,706,670
455,456,434,356,734,735,713,635
540,356,434,457,819,635,713,736
434,395,396,457,713,674,675,736
428,458,397,398,707,737,676,677
484,510,473,482,763,789,752,761
484,495,517,510,763,774,796,789
515,523,492,500,794,802,771,779
342,403,402,341,621,682,681,620
423,462,403,404,702,741,682,683
424,475,423,463,703,754,702,742
318,463,405,317,597,742,684,596
465,480,481,464,744,759,760,743
432,348,349,406,711,627,628,685
493,491,557,521,772,770,836,800
351,408,407,350,630,687,686,629
425,465,408,409,704,744,687,688
426,545,425,466,705,824,704,745
327,466,410,326,606,745,689,605
354,473,412,535,633,752,691,814
506,415,368,467,785,694,647,746
413,451,387,388,692,730,666,667
439,370,371,416,718,649,650,695
372,373,417,441,651,652,696,720
360,538,374,442,639,817,653,721
360,442,418,537,639,721,697,816
419,361,443,544,698,640,722,823
362,486,483,444,641,765,762,723
507,469,483,511,786,748,762,790
363,469,507,446,642,748,786,725
401,402,461,448,680,681,740,727
406,407,464,453,685,686,743,732
391,427,472,390,670,706,751,669
513,558,499,555,792,837,778,834
541,355,458,428,820,634,737,707
487,546,482,459,766,825,761,738
497,430,422,429,776,709,701,708
429,432,474,497,708,711,753,776
430,447,382,383,709,726,661,662
534,527,505,525,813,806,784,804
447,431,381,382,726,710,660,661
433,397,458,355,712,676,737,634
436,393,394,456,715,672,673,735
436,456,455,488,715,735,734,767
454,392,393,436,733,671,672,715
543,428,437,487,822,707,716,766
438,449,478,479,717,728,757,758
489,548,496,439,768,827,775,718
416,441,440,485,695,720,719,764
489,485,440,471,768,764,719,750
362,419,420,486,641,698,699,765
420,547,483,486,699,826,762,765
480,522,528,481,759,801,807,760
460,400,401,448,739,679,680,727
512,556,477,498,791,835,756,777
498,477,450,451,777,756,729,730
451,450,386,387,730,729,665,666
494,427,454,490,773,706,733,769
540,457,433,357,819,736,712,636
482,473,354,459,761,752,633,738
475,438,479,500,754,717,758,779
462,461,402,403,741,740,681,682
465,464,407,408,744,743,686,687
551,509,548,503,830,788,827,782
542,468,364,446,821,747,643,725
502,508,494,490,781,787,773,769
554,547,445,518,833,826,724,797
483,469,363,444,762,748,642,723
470,498,451,413,749,777,730,692
439,416,485,489,718,695,764,768
503,471,358,415,782,750,637,694
480,465,425,499,759,744,704,778
515,529,517,523,794,808,796,802
546,460,484,482,825,739,763,761
447,501,491,431,726,780,770,710
423,475,500,462,702,754,779,741
454,436,488,490,733,715,767,769
512,498,470,411,791,777,749,690
545,472,427,555,824,751,706,834
516,453,464,481,795,732,743,760
514,474,453,516,793,753,732,795
487,437,460,546,766,716,739,825
550,511,554,518,829,790,833,797
445,421,493,518,724,700,772,797
460,448,495,484,739,727,774,763
367,541,428,543,646,820,707,822
367,543,487,459,646,822,766,738
512,411,439,496,791,690,718,775
474,514,501,497,753,793,780,776
421,431,491,493,700,710,770,772
500,492,461,462,779,771,740,741
448,461,492,495,727,740,771,774
549,507,511,550,828,786,790,829
494,513,555,427,773,792,834,706
527,522,558,513,806,801,837,792
529,504,510,517,808,783,789,796
425,545,555,499,704,824,834,778
557,491,501,514,836,770,780,793
476,435,505,502,755,714,784,781
551,503,415,506,830,782,694,785
504,531,467,412,783,810,746,691
467,531,524,506,746,810,803,785
527,508,502,505,806,787,781,784
525,505,435,468,804,784,714,747
542,446,507,549,821,725,786,828
542,532,525,468,821,811,804,747
508,527,513,494,787,806,792,773
525,532,530,534,804,811,809,813
556,512,509,526,835,791,788,805
511,483,547,554,790,762,826,833
556,520,478,477,835,799,757,756
509,512,496,548,788,791,775,827
481,528,533,516,760,807,812,795
517,495,492,523,796,774,771,802
529,553,531,504,808,832,810,783
533,528,534,530,812,807,813,809
520,519,479,478,799,798,758,757
530,521,557,533,809,800,836,812
550,518,493,521,829,797,772,800
528,522,527,534,807,801,806,813
519,515,500,479,798,794,779,758
552,524,531,553,831,803,810,832
552,551,506,524,831,830,785,803
557,514,516,533,836,793,795,812
520,552,553,519,799,831,832,798
550,532,542,549,829,811,821,828
283,282,536,359,562,561,815,638
526,509,551,552,805,788,830,831
499,558,522,480,778,837,801,759
556,526,552,520,835,805,831,799
